name,address,description,styleUrl,ExtendedData/Data/0/value,ExtendedData/Data/0/_name,ExtendedData/Data/1/value,ExtendedData/Data/1/_name,ExtendedData/Data/2/value,ExtendedData/Data/2/_name,ExtendedData/Data/3/value,ExtendedData/Data/3/_name,ExtendedData/Data/4/value,ExtendedData/Data/4/_name,ExtendedData/Data/5/value,ExtendedData/Data/5/_name,ExtendedData/Data/6/value,ExtendedData/Data/6/_name,ExtendedData/Data/7/value,ExtendedData/Data/7/_name,ExtendedData/Data/8/value,ExtendedData/Data/8/_name,ExtendedData/Data/9/value,ExtendedData/Data/9/_name,ExtendedData/Data/10/value,ExtendedData/Data/10/_name,ExtendedData/Data/11/value,ExtendedData/Data/11/_name,ExtendedData/Data/12/value,ExtendedData/Data/12/_name,ExtendedData/Data/13/value,ExtendedData/Data/13/_name
Esther Grunblat Center of Central Queens,108-06 66th Avenue Forest Hills NY 11375,Contact: Susan/ Lali Janash<br>Phone: 718-268-5011 ext. 433<br>Program Type: Pantry<br>Address: 66-05 108th Street<br>City: Forest Hills<br>State: NY<br>ZIP Code: 11375<br>Monday: closed<br>Tuesday: 9:00 AM - 1:30 PM<br>Wednesday: 9:00 AM - 1:30 PM<br>Thursday: 9:00 AM - 1:30 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Susan/ Lali Janash,Contact,718-268-5011 ext. 433,Phone,Pantry,Program Type,66-05 108th Street,Address,Forest Hills,City,NY,State,11375,ZIP Code,closed,Monday,9:00 AM - 1:30 PM,Tuesday,9:00 AM - 1:30 PM,Wednesday,9:00 AM - 1:30 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Evangel Food Pantry,39-21 Crescent St. Long Island City NY 11101,Contact: Andrew Marko<br>Phone: 718-361-5454<br>Program Type: Pantry<br>Address: 39-21 Cresent St.<br>City: Long Island City<br>State: NY<br>ZIP Code: 11101<br>Monday: 9:00 AM - 4:00 PM<br>Tuesday: 9:00 AM - 4:00 PM<br>Wednesday: 9:00 AM - 4:00 PM<br>Thursday: 9:00 AM - 4:00 PM<br>Friday: 9:00 AM - 4:00 PM<br>Saturday: 09:00 AM - 12:00 PM<br>Sunday: closed,#icon-1899-F57C00,Andrew Marko,Contact,718-361-5454,Phone,Pantry,Program Type,39-21 Cresent St.,Address,Long Island City,City,NY,State,11101,ZIP Code,9:00 AM - 4:00 PM,Monday,9:00 AM - 4:00 PM,Tuesday,9:00 AM - 4:00 PM,Wednesday,9:00 AM - 4:00 PM,Thursday,9:00 AM - 4:00 PM,Friday,09:00 AM - 12:00 PM,Saturday,closed,Sunday
Evangelical Church Christ is the Light,89-16 48th Avenue Elmhurst NY 11373,Contact: Sara Manus<br>Phone: 347-742-7614<br>Program Type: Pantry<br>Address: 89-16 48th Avenue<br>City: Elmhurst<br>State: NY<br>ZIP Code: 11373<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 09:00 AM - 11:00 AM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Sara Manus,Contact,347-742-7614,Phone,Pantry,Program Type,89-16 48th Avenue,Address,Elmhurst,City,NY,State,11373,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,09:00 AM - 11:00 AM,Friday,closed,Saturday,closed,Sunday
Every Day is a Miracle - Harvest Hand Food Pantry,2430 Walton Avenue Bronx NY 10461,Contact: Maria Estrada<br>Phone: 347-618-1162<br>Program Type: Pantry<br>Address: 2430 Walton Avenue<br>City: Bronx<br>State: NY<br>ZIP Code: 10461<br>Monday: -<br>Tuesday: -<br>Wednesday: -<br>Thursday: -<br>Friday: 9:00 - 12:00<br>Saturday: -<br>Sunday: -,#icon-1899-F57C00,Maria Estrada,Contact,347-618-1162,Phone,Pantry,Program Type,2430 Walton Avenue,Address,Bronx,City,NY,State,10461,ZIP Code,-,Monday,-,Tuesday,-,Wednesday,-,Thursday,9:00 - 12:00,Friday,-,Saturday,-,Sunday
Every Day is a Miracle co The Almond Tree Church,2427 Morris Avenue Bronx NY 10468,Contact: Maria Estrada<br>Phone: 347-618-1162<br>Program Type: Pantry<br>Address: 2427 Morris Avenue<br>City: Bronx<br>State: NY<br>ZIP Code: 10468<br>Monday: -<br>Tuesday: -<br>Wednesday: -<br>Thursday: 10:00 - 1:00<br>Friday: -<br>Saturday: -<br>Sunday: -,#icon-1899-F57C00,Maria Estrada,Contact,347-618-1162,Phone,Pantry,Program Type,2427 Morris Avenue,Address,Bronx,City,NY,State,10468,ZIP Code,-,Monday,-,Tuesday,-,Wednesday,10:00 - 1:00,Thursday,-,Friday,-,Saturday,-,Sunday
Faces NY Inc.,123 West 115th Street New York NY 10026,"Contact: Shearon Joseph Hoyte<br>Phone: 212-663-7772 ext. 234<br>Program Type: Pantry<br>Address: 123 West 115th Street<br>City: New York<br>State: NY<br>ZIP Code: 10026<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 12:00 PM - 03:00 PM (every 2nd, 3rd and 4th Thursday of the month)<br>Friday: closed<br>Saturday: closed<br>Sunday: closed",#icon-1899-F57C00,Shearon Joseph Hoyte,Contact,212-663-7772 ext. 234,Phone,Pantry,Program Type,123 West 115th Street,Address,New York,City,NY,State,10026,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,"12:00 PM - 03:00 PM (every 2nd, 3rd and 4th Thursday of the month)",Thursday,closed,Friday,closed,Saturday,closed,Sunday
Faith Apostolic Gospel Temple,3956 Bronxwood Avenue Bronx NY 10466,Contact: Ray Belanfante/7/1-ro- Pastor Audrie Belafonte<br>Phone: 718-882-6717<br>Program Type: Pantry<br>Address: 3956 Bronxwood Avenue<br>City: Bronx<br>State: NY<br>ZIP Code: 10466<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 10:00 AM - 12:00 PM/ro-7/1-9am-2pm<br>Sunday: closed,#icon-1899-F57C00,Ray Belanfante/7/1-ro- Pastor Audrie Belafonte,Contact,718-882-6717,Phone,Pantry,Program Type,3956 Bronxwood Avenue,Address,Bronx,City,NY,State,10466,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,10:00 AM - 12:00 PM/ro-7/1-9am-2pm,Saturday,closed,Sunday
Faith Assemblies,1014-18 Gates Avenue Brooklyn NY 11221,Contact: Carlos Haynes<br>Phone: 646-431-9729<br>Program Type: Soup Kitchen<br>Address: 1014-18 Gates Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11221<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 09:30 AM - 12:00 PM<br>Sunday: closed,#icon-1899-1A237E,Carlos Haynes,Contact,646-431-9729,Phone,Soup Kitchen,Program Type,1014-18 Gates Avenue,Address,Brooklyn,City,NY,State,11221,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,09:30 AM - 12:00 PM,Saturday,closed,Sunday
Faith Assemblies of God,1014-18 Gates Avenue Brooklyn NY 11221,Contact: Carlos Haynes<br>Phone: 646-431-9729<br>Program Type: Pantry<br>Address: 1014-18 Gates Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11221<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 09:00 AM - 12:00 PM<br>Sunday: closed,#icon-1899-F57C00,Carlos Haynes,Contact,646-431-9729,Phone,Pantry,Program Type,1014-18 Gates Avenue,Address,Brooklyn,City,NY,State,11221,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,09:00 AM - 12:00 PM,Saturday,closed,Sunday
Faith Based Food Distribution Dev. Corp.,121 Chauncey Street Brooklyn NY 11233,Contact: Michelle John<br>Phone: 917-995-6891<br>Program Type: Pantry<br>Address: 121 Chauncey Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11233<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 10:30 AM - 02:00 PM<br>Saturday: 09:00 AM - 12:00 PM<br>Sunday: closed,#icon-1899-F57C00,Michelle John,Contact,917-995-6891,Phone,Pantry,Program Type,121 Chauncey Street,Address,Brooklyn,City,NY,State,11233,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,10:30 AM - 02:00 PM,Friday,09:00 AM - 12:00 PM,Saturday,closed,Sunday
Family Integration Ministry,1875 Amsterdam Avenue New York NY 10031,Contact: Francisco Bido<br>Phone: 347-459-4445<br>Program Type: Pantry<br>Address: 1875 Amsterdam Avenue<br>City: New York<br>State: NY<br>ZIP Code: 10031<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 9:00 AM - 11:00 AM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Francisco Bido,Contact,347-459-4445,Phone,Pantry,Program Type,1875 Amsterdam Avenue,Address,New York,City,NY,State,10031,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,9:00 AM - 11:00 AM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Family Life Development Center,1476 Bedford Avenue Brooklyn NY 11216,Contact: Cherise Henderson<br>Phone: 917-584-2942<br>Program Type: Pantry<br>Address: 1476 Bedford Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11216<br>Monday: 4:00PM-6:00PM<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Cherise Henderson,Contact,917-584-2942,Phone,Pantry,Program Type,1476 Bedford Avenue,Address,Brooklyn,City,NY,State,11216,ZIP Code,4:00PM-6:00PM,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
"Family Services Network of NY, Inc.",1420 Bushwick Avenue Brooklyn NY 11207,Contact: Issa Nbiba<br>Phone: 646-240-1149/ 718-455-6010 ext. 6151<br>Program Type: Pantry<br>Address: 1420 Bushwick Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11207<br>Monday: 09:00 AM - 01:00 PM<br>Tuesday: closed<br>Wednesday: 09:00 AM - 01:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Issa Nbiba,Contact,646-240-1149/ 718-455-6010 ext. 6151,Phone,Pantry,Program Type,1420 Bushwick Avenue,Address,Brooklyn,City,NY,State,11207,ZIP Code,09:00 AM - 01:00 PM,Monday,closed,Tuesday,09:00 AM - 01:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Family Worship Center Church of God of Prophecy,3031 Cross Bronx Expressway Bronx NY 10465,Contact: Imelda Reece<br>Phone: 914-414 -2697<br>Program Type: Pantry<br>Address: 3031 Cross Bronx Expressway Ext<br>City: Bronx<br>State: NY<br>ZIP Code: 10465<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: 12:00 PM - 03:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Imelda Reece,Contact,914-414 -2697,Phone,Pantry,Program Type,3031 Cross Bronx Expressway Ext,Address,Bronx,City,NY,State,10465,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,12:00 PM - 03:00 PM,Friday,closed,Saturday,closed,Sunday
Father's Heart Ministries,543-545 East 11th Street New York NY 10009,Contact: Marian Hutchins<br>Phone: 212-375-1765<br>Program Type: Pantry<br>Address: 543-545 East 11th Street<br>City: New York<br>State: NY<br>ZIP Code: 10009<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 08:30 AM - 11:30 AM<br>Sunday: closed,#icon-1899-F57C00,Marian Hutchins,Contact,212-375-1765,Phone,Pantry,Program Type,543-545 East 11th Street,Address,New York,City,NY,State,10009,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,08:30 AM - 11:30 AM,Saturday,closed,Sunday
Father's Heart Ministries,543-545 East 11th Street New York NY 10009,Contact: Marian Hutchins<br>Phone: 212-375-1765<br>Program Type: Soup Kitchen<br>Address: 543-545 East 11th Street<br>City: New York<br>State: NY<br>ZIP Code: 10009<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 08:30 AM - 11:30 AM<br>Sunday: closed,#icon-1899-1A237E,Marian Hutchins,Contact,212-375-1765,Phone,Soup Kitchen,Program Type,543-545 East 11th Street,Address,New York,City,NY,State,10009,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,08:30 AM - 11:30 AM,Saturday,closed,Sunday
Feed My Sheep Community Pantry,1104 ELDER AVENUE Bronx NY 10472,Contact: Edith Buckley<br>Phone: 347-235-3723<br>Program Type: Pantry<br>Address: 1104 ELDER AVENUE #15<br>City: Bronx<br>State: NY<br>ZIP Code: 10472<br>Monday: -<br>Tuesday: -<br>Wednesday: -<br>Thursday: -<br>Friday: -<br>Saturday: 2:00 PM - 4:00 PM<br>Sunday: -,#icon-1899-F57C00,Edith Buckley,Contact,347-235-3723,Phone,Pantry,Program Type,1104 ELDER AVENUE #15,Address,Bronx,City,NY,State,10472,ZIP Code,-,Monday,-,Tuesday,-,Wednesday,-,Thursday,-,Friday,2:00 PM - 4:00 PM,Saturday,-,Sunday
"Feeding with TLC, Inc.",175 Beach Street Staten Island NY 10304,Contact: Jack Martz<br>Phone: 917-868-5670 (Margaret-Ann O'Donnell Cell)<br>Program Type: Pantry<br>Address: 175 Beach Street<br>City: Staten Island<br>State: NY<br>ZIP Code: 10304<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 11:00 AM - 01:00 PM<br>Sunday: closed,#icon-1899-F57C00,Jack Martz,Contact,917-868-5670 (Margaret-Ann O'Donnell Cell),Phone,Pantry,Program Type,175 Beach Street,Address,Staten Island,City,NY,State,10304,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,11:00 AM - 01:00 PM,Saturday,closed,Sunday
"Feeding with TLC, Inc.",175 Beach Street Staten Island NY 10304,Contact: Margaret-Ann O'Donnell<br>Phone: 718-273-6766 (Jack Martz #)<br>Program Type: Soup Kitchen<br>Address: 175 Beach Street<br>City: Staten Island<br>State: NY<br>ZIP Code: 10304<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 12:00 PM - 01:00 PM<br>Sunday: closed,#icon-1899-1A237E,Margaret-Ann O'Donnell,Contact,718-273-6766 (Jack Martz #),Phone,Soup Kitchen,Program Type,175 Beach Street,Address,Staten Island,City,NY,State,10304,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,12:00 PM - 01:00 PM,Saturday,closed,Sunday
Fernande Valme Ministries Inc.,1120 Flatbush Avenue Brooklyn NY 11226,Contact: Ketty Joseph<br>Phone: 718-284-1809<br>Program Type: Pantry<br>Address: 1120 Flatbush Avenue<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11226<br>Monday: -<br>Tuesday: -<br>Wednesday: -<br>Thursday: 10:00 AM - 11:00 AM<br>Friday: -<br>Saturday: -<br>Sunday: -,#icon-1899-F57C00,Ketty Joseph,Contact,718-284-1809,Phone,Pantry,Program Type,1120 Flatbush Avenue,Address,Brooklyn,City,NY,State,11226,ZIP Code,-,Monday,-,Tuesday,-,Wednesday,10:00 AM - 11:00 AM,Thursday,-,Friday,-,Saturday,-,Sunday
First Baptist Church,100-10 Astoria Boulevard East Elmhurst NY 11369,Contact: Keica Edwards<br>Phone: 718-446-0200<br>Program Type: Pantry<br>Address: 100-10 Astoria Boulevard<br>City: East Elmhurst<br>State: NY<br>ZIP Code: 11369<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 12:00 PM - 03:00 PM<br>Sunday: closed,#icon-1899-F57C00,Keica Edwards,Contact,718-446-0200,Phone,Pantry,Program Type,100-10 Astoria Boulevard,Address,East Elmhurst,City,NY,State,11369,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,12:00 PM - 03:00 PM,Saturday,closed,Sunday
First Baptist Church,100-10 Astoria Boulevard East Elmhurst NY 11369,Contact: Keica Edwards<br>Phone: 718-446-0200<br>Program Type: Soup Kitchen<br>Address: 100-10 Astoria Boulevard<br>City: East Elmhurst<br>State: NY<br>ZIP Code: 11369<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 12:00 PM - 02:00 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-1A237E,Keica Edwards,Contact,718-446-0200,Phone,Soup Kitchen,Program Type,100-10 Astoria Boulevard,Address,East Elmhurst,City,NY,State,11369,ZIP Code,closed,Monday,closed,Tuesday,12:00 PM - 02:00 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
First Church of God,21-23 Birdsall Avenue Far Rockaway NY 11691,Contact: Deacon Greene<br>Phone: 347-260-8186<br>Program Type: Pantry<br>Address: 21-23 Birdsall Avenue<br>City: Far Rockaway<br>State: NY<br>ZIP Code: 11691<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 10:00-1:00<br>Sunday: closed,#icon-1899-F57C00,Deacon Greene,Contact,347-260-8186,Phone,Pantry,Program Type,21-23 Birdsall Avenue,Address,Far Rockaway,City,NY,State,11691,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,10:00-1:00,Saturday,closed,Sunday
First Church of God in Christ,187-10 Baisley Blvd Queens NY 11412,Contact: Rev. Armstead<br>Phone: 347-569-1458/ 718-925-5198/718-712-4831<br>Program Type: Pantry<br>Address: 187-10 Baisley Blvd<br>City: St. Albans<br>State: NY<br>ZIP Code: 11412<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 12:00 PM - 03:00 PM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Rev. Armstead,Contact,347-569-1458/ 718-925-5198/718-712-4831,Phone,Pantry,Program Type,187-10 Baisley Blvd,Address,St. Albans,City,NY,State,11412,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,12:00 PM - 03:00 PM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
First Corinthian Baptist Church,1912 Adam Clayton Powell Jr Boulevard New York NY 10026,Contact: Minister Heaven Berhane<br>Phone: 917-903-5013<br>Program Type: Pantry<br>Address: 1912 Adam Clayton Powell Jr Boulevard<br>City: New York<br>State: NY<br>ZIP Code: 10026<br>Monday: -<br>Tuesday: -<br>Wednesday: -<br>Thursday: -<br>Friday: 11:00 AM - 2:00 PM<br>Saturday: -<br>Sunday: -,#icon-1899-F57C00,Minister Heaven Berhane,Contact,917-903-5013,Phone,Pantry,Program Type,1912 Adam Clayton Powell Jr Boulevard,Address,New York,City,NY,State,10026,ZIP Code,-,Monday,-,Tuesday,-,Wednesday,-,Thursday,11:00 AM - 2:00 PM,Friday,-,Saturday,-,Sunday
First Presbyterian Church,124 Henry Street Brooklyn NY 11201,Contact: Jane Woland<br>Phone: 917-754-6572<br>Program Type: Pantry<br>Address: 124 Henry Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11201<br>Monday: -<br>Tuesday: -<br>Wednesday: -<br>Thursday: 10:00 AM - 11:00 AM<br>Friday: -<br>Saturday: -<br>Sunday: -,#icon-1899-F57C00,Jane Woland,Contact,917-754-6572,Phone,Pantry,Program Type,124 Henry Street,Address,Brooklyn,City,NY,State,11201,ZIP Code,-,Monday,-,Tuesday,-,Wednesday,10:00 AM - 11:00 AM,Thursday,-,Friday,-,Saturday,-,Sunday
First Presbyterian Church Of Jamaica,89-60 164th Street Jamaica NY 11432,Contact: Betty Baker<br>Phone: 718-526-4775 ext.29<br>Program Type: Pantry<br>Address: 89-60 164th Street<br>City: Jamaica<br>State: NY<br>ZIP Code: 11432<br>Monday: closed<br>Tuesday: 10:00 AM - 12:00 PM<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Betty Baker,Contact,718-526-4775 ext.29,Phone,Pantry,Program Type,89-60 164th Street,Address,Jamaica,City,NY,State,11432,ZIP Code,closed,Monday,10:00 AM - 12:00 PM,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
First Presbyterian Church Of Jamaica,89-60 164th Street Jamaica NY 11432,Contact: Betty Baker<br>Phone: 718-526-4775 Cell 347-624-1602<br>Program Type: Soup Kitchen<br>Address: 89-60 164th Street<br>City: Jamaica<br>State: NY<br>ZIP Code: 11432<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 05:00 PM - 06:30 PM<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-1A237E,Betty Baker,Contact,718-526-4775 Cell 347-624-1602,Phone,Soup Kitchen,Program Type,89-60 164th Street,Address,Jamaica,City,NY,State,11432,ZIP Code,closed,Monday,closed,Tuesday,05:00 PM - 06:30 PM,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
First Presbyterian Russell Sage,896 Central Avenue Far Rockaway NY 11691,Contact: Claudia Milton<br>Phone: 718-909-5953<br>Program Type: Pantry<br>Address: 896 Central Avenue<br>City: Far Rockaway<br>State: NY<br>ZIP Code: 11691<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: 09:00 AM - 10:30 AM<br>Sunday: closed,#icon-1899-F57C00,Claudia Milton,Contact,718-909-5953,Phone,Pantry,Program Type,896 Central Avenue,Address,Far Rockaway,City,NY,State,11691,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,09:00 AM - 10:30 AM,Saturday,closed,Sunday
First United Christian Church,109 Victory Blvd Staten Island NY 10301,Contact: Rev. Belinda Curtis<br>Phone: 347-465-4552<br>Program Type: Pantry<br>Address: 109 Victory Blvd<br>City: Staten Island<br>State: NY<br>ZIP Code: 10301<br>Monday: closed<br>Tuesday: 10:00 AM - 01:30 PM<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Rev. Belinda Curtis,Contact,347-465-4552,Phone,Pantry,Program Type,109 Victory Blvd,Address,Staten Island,City,NY,State,10301,ZIP Code,closed,Monday,10:00 AM - 01:30 PM,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
First United Methodist Church of Jamaica,162-10 Highland Avenue Jamaica NY 11432,Contact: Joyce Carter-Thomas<br>Phone: 718-739-2269<br>Program Type: Pantry<br>Address: 162-10 Highland Avenue<br>City: Jamaica<br>State: NY<br>ZIP Code: 11432<br>Monday: 08:30 AM - 09:30 AM<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Joyce Carter-Thomas,Contact,718-739-2269,Phone,Pantry,Program Type,162-10 Highland Avenue,Address,Jamaica,City,NY,State,11432,ZIP Code,08:30 AM - 09:30 AM,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Flatbush SDA Church,261 East 21st Street Brooklyn NY 11226,Contact: Kenrick Davis<br>Phone: 347-279-8181<br>Program Type: Pantry<br>Address: 261 East 21st Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11226<br>Monday: 11:00 AM - 01:00 PM<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Kenrick Davis,Contact,347-279-8181,Phone,Pantry,Program Type,261 East 21st Street,Address,Brooklyn,City,NY,State,11226,ZIP Code,11:00 AM - 01:00 PM,Monday,closed,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Flushing Jewish Community Council,171-39 Northern Blvd Flushing NY 11358,Contact: Paul Engel<br>Phone: 718-463-0434<br>Program Type: Pantry<br>Address: 171-39 Northern Blvd<br>City: Flushing<br>State: NY<br>ZIP Code: 11358<br>Monday: closed<br>Tuesday: 10:30 PM - 03:00 PM<br>Wednesday: closed<br>Thursday: closed<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Paul Engel,Contact,718-463-0434,Phone,Pantry,Program Type,171-39 Northern Blvd,Address,Flushing,City,NY,State,11358,ZIP Code,closed,Monday,10:30 PM - 03:00 PM,Tuesday,closed,Wednesday,closed,Thursday,closed,Friday,closed,Saturday,closed,Sunday
"Food First, Inc.",165 Conover Street Brooklyn NY 11231,Contact: Kevin / Mike<br>Phone: 917-939-1318<br>Program Type: Pantry<br>Address: 165 Conover Street<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11231<br>Monday: closed<br>Tuesday: closed<br>Wednesday: 11:00 AM - 01:00 PM<br>Thursday: closed<br>Friday: 10:00 AM - 12:00 PM<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Kevin / Mike,Contact,917-939-1318,Phone,Pantry,Program Type,165 Conover Street,Address,Brooklyn,City,NY,State,11231,ZIP Code,closed,Monday,closed,Tuesday,11:00 AM - 01:00 PM,Wednesday,closed,Thursday,10:00 AM - 12:00 PM,Friday,closed,Saturday,closed,Sunday
Forest Hills Senior Center,108-25 62nd Drive Queens NY 11375,Contact: Toolarie Iqbal<br>Phone: 718-699-1010<br>Program Type: Pantry<br>Address: 108-25 62nd Drive<br>City: Forest Hills<br>State: NY<br>ZIP Code: 11375<br>Monday: closed<br>Tuesday: closed<br>Wednesday: closed<br>Thursday: 8:30 Am - 10:30 AM<br>Friday: closed<br>Saturday: closed<br>Sunday: closed,#icon-1899-F57C00,Toolarie Iqbal,Contact,718-699-1010,Phone,Pantry,Program Type,108-25 62nd Drive,Address,Forest Hills,City,NY,State,11375,ZIP Code,closed,Monday,closed,Tuesday,closed,Wednesday,8:30 Am - 10:30 AM,Thursday,closed,Friday,closed,Saturday,closed,Sunday
Fort Greene Council Hazel Brooks Neighborhood Ctr.,"961 Ocean Avenue, Brooklyn NY 11226","Contact: Leishanna Lawrence<br>Phone: 718-290-4915<br>Program Type: Pantry<br>Address: 961 Ocean Avenue, Lower Level<br>City: Brooklyn<br>State: NY<br>ZIP Code: 11226<br>Monday: -<br>Tuesday: -<br>Wednesday: 10:00-2:00PM<br>Thursday: -<br>Friday: closed<br>Saturday: -<br>Sunday: -",#icon-1899-F57C00,Leishanna Lawrence,Contact,718-290-4915,Phone,Pantry,Program Type,"961 Ocean Avenue, Lower Level",Address,Brooklyn,City,NY,State,11226,ZIP Code,-,Monday,-,Tuesday,10:00-2:00PM,Wednesday,-,Thursday,closed,Friday,-,Saturday,-,Sunday
